typ,u1_nr,u1_bezeichnung,u2_nr,u2_bezeichnung,u3_nr,u3_bezeichnung,ANS_PLJ,ANS_VJ,PLAN_FJ1,PLAN_FJ2,PLAN_FJ3,PLAN_FJ4,RE_VVJ,RE_VJ3,ROW_NR,ROW_TEXT,TXTSONST,TXTVZ,SUM_VE,PLAN_FJ5,VE_FJ1,VE_FJ2,VE_FJ3,VE_FJ4,VE_FJ5,ERM_VVJ,BER_GEL,BUD_BER,GES_E_A,GES_EA_GEN
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Bestandsver�nderungen,,+/-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,209742.76,146975.82,249774.58,289809.4,237346.22,0.0,126455.9,0.0,  10,Ordentliche Ertr�ge,,=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-48169.5,-142171.47,-49650.05,-50844.8,-51755.26,0.0,-88239.74,0.0,  11,Personalaufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-2677.84,-6711.16,-2718.01,-2758.78,-2800.16,0.0,-6828.25,0.0,  12,Versorgungsaufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-377252.0,-480907.0,-377553.0,-377856.0,-378163.0,0.0,-494874.94,0.0,  13,Aufwendungen f�r Sach- und Dienstleistungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-57468.79,-244402.43,-60793.09,-64016.39,-67224.69,0.0,-240694.13,0.0,  14,Bilanzielle Abschreibungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-92500.0,-52500.0,-92500.0,-92500.0,0.0,0.0,-11460.41,0.0,  15,Transferaufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-25172.0,-25296.33,-25173.0,-25174.0,-25175.0,0.0,-239126.83,0.0,  16,Sonstige ordentliche Aufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-603240.13,-951988.39,-608387.15,-613149.97,-525118.11,0.0,-1081224.3,0.0,  17,Ordentliche Aufwendungen,,=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-393497.37,-805012.57,-358612.57,-323340.57,-287771.89,0.0,-954768.4,0.0,  18,Ordentliches Ergebnis (= Zeilen 10 und 17),(= Zeilen 10 und 17),=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  19,Finanzertr�ge,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  20,Zinsen und sonstige Finanzaufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  21,Finanzergebnis (= Zeilen 19 und 20),(= Zeilen 19 und 20),=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-393497.37,-805012.57,-358612.57,-323340.57,-287771.89,0.0,-954768.4,0.0,  22,Ergebnis der laufenden Verwaltungst�tigkeit (= Zeilen 18 und 21),(= Zeilen 18 und 21),=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  23,Au�erordentliche Ertr�ge,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  24,Au�erordentliche Aufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  25,Au�erordentliches Ergebnis (= Zeilen 23 und 24),(= Zeilen 23 und 24),=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-393497.37,-805012.57,-358612.57,-323340.57,-287771.89,0.0,-954768.4,0.0,  26,Ergebnis - vor Ber�cksichtigung der internen Leistungsbeziehungen - (= Zeilen 22 und 25),(= Zeilen 22 und 25),=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  27,Ertr�ge aus internen Leistungsbeziehungen (48er),,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  28,Ertr�ge aus internen Leistungsbeziehungen (9er),,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  29,"Ergebnis (= Zeilen 27, 28)","(= Zeilen 27, 28)",=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-163.0,-163.0,-163.0,-163.0,-163.0,0.0,0.0,0.0,  30,Aufwendungen aus internen Leistungsbeziehungen (58er),,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  31,Aufwendungen aus internen Leistungsbeziehungen (9er),,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-163.0,-163.0,-163.0,-163.0,-163.0,0.0,0.0,0.0,  32,"Ergebnis (= Zeilen 30, 31)","(= Zeilen 30, 31)",=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-393660.37,-805175.57,-358775.57,-323503.57,-287934.89,0.0,-954768.4,0.0,  33,"Ergebnis (= Zeilen 26, 29, 32)","(= Zeilen 26, 29, 32)",=,,,,,,,,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   1,Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   2,Einzahlungen aus der Ver�u�erung von Sachanlagen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   3,Einzahlungen aus der Ver�u�erung von Finanzanlagen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   4,Einzahlungen aus Beitr�gen und �hnlichen Entgelten,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   5,Sonstige Investitionseinzahlungen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   6,Summe (investive Einzahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   7,Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,0.0,   8,Auszahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-38883.0,-42083.0,-38883.0,-37083.0,-37083.0,0.0,-137757.73,0.0,   9,Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  10,Auszahlungen f�r den Erwerb von Finanzanlagen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  11,Auszahlungen von aktivierbaren Zuwendungen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  12,Sonstige Investitionsauszahlungen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-38883.0,-42083.0,-38883.0,-37083.0,-37083.0,0.0,-4822525.31,0.0,  13,Summe (investive Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,,,-38883.0,-42083.0,-38883.0,-37083.0,-37083.0,0.0,-4822525.31,0.0,  14,Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,-27083.0,-27083.0,-27083.0,-27083.0,-27083.0,0.0,-2539.46,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,-27083.0,-27083.0,-27083.0,-27083.0,-27083.0,0.0,-2539.46,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,-27083.0,-27083.0,-27083.0,-27083.0,-27083.0,0.0,-2539.46,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,-135218.27,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,-135218.27,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,-135218.27,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,-11800.0,-10000.0,-11800.0,-10000.0,-10000.0,0.0,0.0,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,0.0,  14,Auzahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,-4684767.58,-4684767.58,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,-11800.0,-10000.0,-11800.0,-10000.0,-10000.0,0.0,-4684767.58,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,-4684767.58,-4684767.58,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,,,-11800.0,-10000.0,-11800.0,-10000.0,-10000.0,0.0,-4684767.58,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,-4684767.58,-4684767.58,0.0
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   1,Einzahlungen aus Zuwendungen f�r Investitionsma�nahmen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   2,Einzahlungen aus der Ver�u�erung von Sachanlagen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   3,Einzahlungen aus der Ver�u�erung von Finanzanlagen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   4,Einzahlungen aus Beitr�gen und �hnlichen Entgelten,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   5,Sonstige Investitionseinzahlungen,,+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   6,Summe (investive Einzahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   7,Auszahlungen f�r den Erwerb von Grundst�cken und Geb�uden,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,0.0,   8,Auszahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-38883.0,-42083.0,-38883.0,-37083.0,-37083.0,0.0,-137757.73,0.0,   9,Auszahlungen f�r den Erwerb von beweglichen Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  10,Auszahlungen f�r den Erwerb von Finanzanlagen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  11,Auszahlungen von aktivierbaren Zuwendungen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,  12,Sonstige Investitionsauszahlungen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-38883.0,-42083.0,-38883.0,-37083.0,-37083.0,0.0,-4822525.31,0.0,  13,Summe (investive Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
FINHHT,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-38883.0,-42083.0,-38883.0,-37083.0,-37083.0,0.0,-4822525.31,0.0,  14,Saldo der Investitionst�tigkeit (Einzahlungen ./. Auszahlungen),,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-27083.0,-27083.0,-27083.0,-27083.0,-27083.0,0.0,-2539.46,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-27083.0,-27083.0,-27083.0,-27083.0,-27083.0,0.0,-2539.46,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-27083.0,-27083.0,-27083.0,-27083.0,-27083.0,0.0,-2539.46,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,-5000.0,0.0,0.0,0.0,0.0,0.0,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,-135218.27,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,-135218.27,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,-135218.27,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Summe der investiven Einzahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-11800.0,-10000.0,-11800.0,-10000.0,-10000.0,0.0,0.0,0.0,  12,Auszahlungen f�r den Erwerb von beweglichem Anlageverm�gen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,0.0,  14,Auzahlungen f�r Bauma�nahmen,,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,-4684767.58,-4684767.58,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-11800.0,-10000.0,-11800.0,-10000.0,-10000.0,0.0,-4684767.58,0.0,  17,Summe der investiven Auszahlungen,,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,-4684767.58,-4684767.58,0.0
INV_EM,03,Schultr�geraufgaben,0302,Hauptschule,030201,Justus-von-Liebig-Schule,-11800.0,-10000.0,-11800.0,-10000.0,-10000.0,0.0,-4684767.58,0.0,  18,Saldo (Einzahlungen ./. Auszahlungen),,=,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4684767.58,-4684767.58,-4684767.58,0.0
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   1,Steuern und �hnliche Abgaben,,,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,369985.0,336371.0,368756.0,367618.0,362961.0,0.0,321095.0,0.0,   2,Zuwendungen und allgemeine Umlagen,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   3,Sonstige Transferertr�ge,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   4,�ffentlich-rechtliche Leistungsentgelte,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,26181.0,25391.0,27071.0,27991.0,28942.0,0.0,40461.37,0.0,   5,Privatrechtliche Leistungsentgelte,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,18719.0,18103.0,19355.0,20013.0,20693.0,0.0,0.0,0.0,   6,Kostenerstattungen und Kostenumlagen,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,122.0,118.0,126.0,130.0,134.0,0.0,67.94,0.0,   7,Sonstige ordentliche Ertr�ge,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   8,Aktivierte Eigenleistungen,,+,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,   9,Bestandsver�nderungen,,+/-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,415007.0,379983.0,415308.0,415752.0,412730.0,0.0,361624.31,0.0,  10,Ordentliche Ertr�ge,,=,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,-133430.68,-174947.07,-123475.88,-125520.32,-126658.44,0.0,-146130.34,0.0,  11,Personalaufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,-4831.75,-5355.65,-4904.23,-4977.79,-5052.46,0.0,-12260.48,0.0,  12,Versorgungsaufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,-1089308.0,-1137518.0,-994912.0,-847370.0,-719135.0,0.0,-955007.21,0.0,  13,Aufwendungen f�r Sach- und Dienstleistungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,-510033.33,-511900.26,-516660.26,-535622.89,-547531.19,0.0,-481139.02,0.0,  14,Bilanzielle Abschreibungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,-80000.0,-80000.0,-80000.0,-80000.0,-80000.0,0.0,-63725.0,0.0,  15,Transferaufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,-39777.0,-41768.01,-37819.0,-36194.0,-34270.0,0.0,-31657.61,0.0,  16,Sonstige ordentliche Aufwendungen,,-,,,,,,,,,,,,
ERGHHT,03,Schultr�geraufgaben,0303,Realschulen,,,-1857380.76,-1951488.99,-1757771.37,-1629685.0,-1512647.09,0.0,-1689919.66,0.0,  17,Ordentliche Aufwendungen,,=,,,,,,,,,,,,
